# StellarMass HIMass H2Mass SFR StellarSurfaceDensity MolecularSurfaceDensity MolecularMetallicity
# Msun Msun Msun Msun/yr Msun/kpc^2 Msun/kpc^2 Zsun (h=0.6774, Zsun=0.0134, HI/H2=GD14)
6.1793e+09 1.0415e+08 5.0729e+08 1.0469e+00 3.4660e+08 1.5324e+08 2.3249e+00
5.7036e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.3592e+08 nan nan
2.1659e+09 1.9485e+08 1.6539e+08 1.4213e-01 9.4682e+07 1.7473e+07 1.9584e+00
4.3683e+09 5.1543e+07 2.2727e+08 3.6308e-01 5.9025e+08 3.2031e+07 1.5832e+00
1.2002e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.0947e+07 nan nan
1.1556e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.2751e+08 nan nan
1.4609e+11 2.7773e+10 2.0692e+10 2.1512e+01 5.2923e+07 1.1302e+06 6.5575e-01
9.0651e+10 9.0230e+09 9.2660e+09 1.2160e+01 1.7788e+09 2.0034e+07 7.7351e-01
1.9667e+10 4.0427e+09 8.2249e+09 1.1742e+01 2.4909e+08 4.2146e+07 1.3232e+00
1.6367e+10 5.5396e+08 2.0410e+09 4.9799e+00 2.2015e+09 3.0475e+08 2.0454e+00
1.4386e+10 0.0000e+00 0.0000e+00 0.0000e+00 4.0106e+09 nan nan
6.7858e+09 9.2710e+08 2.6621e+09 8.5752e+00 3.6070e+08 2.2418e+08 1.3051e+00
1.9937e+09 2.5039e+08 3.2334e+08 3.3209e-01 7.4538e+07 2.2439e+07 1.3925e+00
2.3017e+09 2.8301e+08 2.7085e+08 3.4726e-01 6.6752e+07 6.8408e+07 1.3180e+00
2.2227e+11 4.9907e+09 5.7655e+09 5.7833e+00 8.1067e+08 2.2407e+07 1.0845e+00
6.2734e+10 1.7201e+10 2.4319e+10 3.7926e+01 3.3927e+08 2.9352e+07 1.1301e+00
5.3332e+10 5.4193e+08 5.7961e+08 3.2080e-01 3.6692e+09 9.4544e+05 1.0594e+00
2.1129e+10 2.6605e+09 3.3491e+09 6.3902e+00 1.3291e+09 3.4933e+07 1.5888e+00
1.1900e+10 9.8721e+08 1.6399e+09 2.7995e+00 7.5439e+08 9.2152e+07 1.6308e+00
1.1166e+10 2.9261e+08 1.4409e+09 2.2663e+00 6.8276e+08 9.5729e+07 1.7116e+00
2.0876e+09 2.6425e+08 2.1606e+08 1.6437e-01 1.4973e+08 4.6633e+06 1.3953e+00
2.7609e+09 1.3459e+08 4.6276e+08 7.9374e-01 3.7802e+08 1.6222e+08 1.7271e+00
1.1323e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.8669e+07 nan nan
1.4322e+09 6.9261e+07 1.2237e+08 1.2999e-01 5.6890e+07 1.9412e+07 1.5346e+00
1.7579e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.4642e+08 nan nan
9.5780e+10 7.7419e+09 6.9992e+09 7.9462e+00 9.2741e+08 1.0987e+06 6.5318e-01
1.3741e+10 2.6539e+09 2.2204e+09 4.2758e+00 3.8897e+08 1.0310e+08 1.6561e+00
7.0960e+10 3.6224e+09 7.0222e+09 2.4109e+01 9.4065e+09 4.9983e+08 1.7081e+00
4.0421e+10 1.9029e+09 4.6718e+09 1.5391e+01 3.6087e+09 1.6970e+08 1.6671e+00
5.3499e+09 3.0475e+09 2.7634e+09 4.3953e+00 3.5040e+07 1.7598e+07 8.7197e-01
4.9397e+10 1.8267e+09 8.0163e+09 1.5135e+01 1.6417e+09 1.0297e+08 2.5609e+00
1.9154e+10 1.6569e+09 2.9179e+09 5.3082e+00 1.0590e+09 9.7455e+07 2.1352e+00
4.0148e+09 2.8741e+09 1.6003e+09 1.6284e+00 1.0206e+08 1.3721e+07 9.3459e-01
6.1528e+09 2.5790e+08 6.0387e+08 7.2099e-01 3.0076e+08 4.1709e+07 2.1020e+00
4.7527e+09 1.1315e+09 1.2426e+09 1.5499e+00 9.6181e+07 1.1411e+07 1.1679e+00
2.3800e+09 1.5859e+09 8.0775e+08 1.1032e+00 4.6814e+07 1.7805e+07 9.5404e-01
3.4007e+09 1.4268e+08 3.7916e+08 4.0802e-01 2.1609e+08 5.7849e+07 2.3970e+00
2.8054e+11 4.8557e+09 1.7778e+09 9.0552e-01 6.6673e+08 2.5317e+04 3.6760e-01
5.4738e+10 5.7503e+09 1.8571e+10 3.8022e+01 6.1692e+08 9.1950e+07 1.3393e+00
3.7599e+10 3.3181e+08 1.5451e+08 0.0000e+00 4.5654e+09 3.9315e+05 7.0819e-01
9.4356e+09 1.3992e+08 5.1776e+08 9.0693e-01 1.0089e+08 9.1641e+07 3.2075e+00
2.0819e+09 1.4546e+08 2.1485e+08 2.1584e-01 9.3178e+07 9.2671e+06 1.3435e+00
3.4244e+09 1.0380e+09 1.3695e+09 2.0602e+00 1.8685e+08 5.4428e+07 1.0697e+00
4.7154e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.7530e+08 nan nan
2.8859e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.5850e+09 nan nan
1.8393e+11 2.4057e+10 1.3635e+10 8.9409e+00 8.2080e+08 1.5972e+06 5.2815e-01
4.5794e+10 1.0631e+10 2.6880e+09 1.0623e+00 5.1092e+09 6.4530e+05 3.0147e-01
1.6779e+10 1.7388e+09 2.3083e+09 1.3263e+00 2.8763e+08 2.6496e+07 2.2406e+00
7.4842e+09 9.1139e+08 1.2657e+09 1.4538e+00 1.5456e+08 4.1836e+07 1.5395e+00
1.5816e+10 8.9796e+08 2.2770e+09 4.0501e+00 4.4928e+08 1.5528e+08 1.7479e+00
9.5436e+09 2.9893e+08 6.3667e+08 8.4293e-01 2.6212e+08 5.5855e+07 2.3761e+00
2.6564e+09 5.7607e+08 3.0092e+08 1.7978e-01 4.8554e+07 4.7353e+06 1.3991e+00
5.2911e+09 2.1738e+08 6.3972e+08 1.3098e+00 1.8671e+08 1.4220e+08 1.9097e+00
1.6222e+09 2.9774e+08 3.0123e+08 4.1959e-01 5.4116e+07 4.9966e+07 1.2734e+00
2.4539e+09 2.2606e+08 4.5138e+08 4.7511e-01 1.1396e+08 3.3602e+07 1.5842e+00
1.0346e+09 3.9067e+08 2.2436e+08 2.3658e-01 8.3350e+07 3.3302e+07 8.9273e-01
3.9362e+09 4.8370e+07 1.1287e+08 1.1402e-01 2.3583e+08 5.9322e+07 2.6356e+00
2.7402e+09 1.2471e+08 2.2449e+08 1.9589e-01 1.0961e+08 2.0708e+07 2.0483e+00
1.4895e+09 1.5411e+07 5.7804e+07 6.5431e-02 1.0300e+08 3.8211e+07 1.7824e+00
3.6559e+09 2.8380e+06 4.8869e+05 0.0000e+00 1.9181e+08 1.1949e+03 1.6713e+00
1.3237e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.2280e+07 nan nan
3.1439e+11 2.0650e+10 2.4172e+10 2.2595e+01 4.3853e+08 1.0619e+07 1.3318e+00
4.6872e+10 3.3917e+09 1.0671e+10 1.5501e+01 4.9721e+08 7.0748e+07 1.9260e+00
3.4124e+10 1.2500e+09 3.0070e+09 6.6224e+00 2.0241e+09 1.5262e+08 2.4543e+00
4.2469e+09 9.1638e+08 1.0479e+09 1.5150e+00 1.9864e+08 1.9672e+07 9.5805e-01
1.3559e+10 1.2903e+09 3.1174e+09 6.3333e+00 5.8478e+08 1.6199e+08 1.7541e+00
1.5144e+09 7.7832e+08 3.7639e+08 3.8763e-01 4.6056e+07 6.6135e+06 8.9912e-01
1.3497e+09 2.9464e+08 2.4690e+08 3.3950e-01 3.9280e+07 4.0888e+07 1.1544e+00
3.1911e+09 1.2024e+07 7.0260e+06 0.0000e+00 5.8505e+07 5.1207e+04 1.6330e+00
4.3243e+09 0.0000e+00 0.0000e+00 0.0000e+00 7.9949e+08 nan nan
1.9088e+09 1.8711e+07 3.6050e+07 1.6749e-02 4.8861e+07 1.6677e+06 2.4250e+00
1.1526e+09 1.0133e+06 7.3903e+04 0.0000e+00 3.1424e+07 1.5065e+01 1.1269e+00
1.9874e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.6152e+08 nan nan
1.5717e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.6007e+07 nan nan
2.2844e+11 4.2236e+09 1.4352e+09 1.1628e-01 1.0648e+09 3.0258e+05 3.1453e-01
8.8866e+10 1.9728e+09 1.2970e+09 6.6766e-01 1.3321e+09 1.8865e+06 6.5908e-01
3.3240e+09 1.8801e+09 1.3858e+09 2.2753e+00 1.2473e+08 6.6569e+07 9.5800e-01
6.6889e+09 1.5125e+09 1.4089e+09 2.7860e+00 2.6683e+08 7.4450e+07 1.1916e+00
4.0592e+09 6.1848e+07 3.9196e+08 5.6544e-01 2.2765e+08 8.0194e+07 1.8263e+00
5.2965e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.5467e+08 nan nan
2.2116e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.1446e+08 nan nan
1.7448e+11 1.3192e+10 7.5566e+09 5.7787e+00 4.2592e+08 8.2641e+05 4.7005e-01
9.6926e+10 2.7529e+09 2.3919e+09 2.5656e+00 5.3668e+09 1.7504e+05 6.1363e-01
6.8857e+09 2.9565e+09 3.2451e+09 5.0421e+00 1.1008e+08 6.4884e+07 9.8171e-01
5.2933e+09 1.4266e+09 1.9778e+09 2.2873e+00 1.3024e+08 3.6354e+07 1.1980e+00
6.5510e+09 1.0706e+08 2.4301e+08 2.3556e-01 9.5101e+08 2.3853e+07 1.5701e+00
3.5830e+09 2.1842e+08 5.3495e+08 7.9258e-01 3.5328e+08 7.5788e+07 1.4246e+00
2.4956e+09 2.3102e+08 3.4045e+08 3.5445e-01 9.8084e+07 5.4507e+07 2.0246e+00
1.2643e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.2199e+07 nan nan
3.0374e+11 2.5616e+10 2.4035e+10 2.0508e+01 4.9182e+08 9.3970e+06 9.4125e-01
5.7614e+10 1.0797e+09 3.6786e+09 7.6890e+00 9.8687e+08 1.5515e+08 3.0708e+00
2.5636e+10 3.3209e+09 5.2056e+09 8.0183e+00 1.3895e+09 6.4465e+07 1.1550e+00
5.1597e+09 3.5750e+09 2.3141e+09 2.8185e+00 4.9691e+07 1.2793e+07 9.7736e-01
9.4132e+09 1.8777e+09 1.7340e+09 2.0091e+00 5.4649e+08 1.2520e+07 9.9073e-01
3.1609e+09 5.7257e+08 4.4764e+08 2.2759e-01 7.2734e+07 1.9416e+07 1.6524e+00
6.2659e+09 5.2777e+07 1.2062e+08 4.1195e-02 1.4558e+08 1.1287e+07 3.0609e+00
1.1168e+09 5.4526e+07 5.9774e+07 3.5354e-02 3.9553e+07 1.8179e+07 1.7077e+00
1.9822e+09 1.5191e+08 1.8946e+08 9.0499e-02 3.6064e+07 2.0684e+07 1.7512e+00
4.0725e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.9472e+08 nan nan
1.1742e+09 5.5422e+07 7.3916e+07 5.5393e-02 4.0892e+07 8.9878e+06 1.5702e+00
1.0635e+11 5.8159e+09 3.6386e+09 2.6469e+00 2.5381e+09 6.8855e+05 5.3325e-01
3.7477e+10 6.8176e+09 1.2099e+10 2.0429e+01 6.3754e+08 1.1340e+08 1.4325e+00
1.2512e+10 4.7667e+09 4.2059e+09 1.0060e+01 4.5175e+08 2.4038e+08 1.1570e+00
3.7447e+10 2.8520e+09 5.3160e+08 1.0411e-01 4.5525e+09 3.3285e+05 1.7926e-01
2.4013e+10 3.9726e+09 7.1408e+09 1.2249e+01 6.4599e+08 5.6894e+07 1.3957e+00
1.6108e+10 1.0276e+09 2.4096e+09 2.9850e+00 3.6130e+08 5.9244e+07 2.2681e+00
4.8986e+09 4.8744e+08 9.3879e+08 9.8504e-01 1.1310e+08 1.7082e+07 1.5965e+00
4.2489e+09 1.4926e+09 1.9088e+09 4.4427e+00 1.7258e+08 1.1321e+08 9.3365e-01
4.7058e+09 7.4830e+08 6.4495e+08 3.7550e-01 1.3900e+08 2.1672e+07 1.6497e+00
1.5561e+09 5.6670e+08 6.5062e+08 9.5949e-01 6.0461e+07 7.9675e+07 9.6539e-01
4.5181e+09 2.7670e+09 2.7411e+09 5.5372e+00 1.4641e+08 4.5768e+07 8.2368e-01
1.4589e+09 4.6570e+08 6.3521e+08 1.0813e+00 1.4031e+08 9.5750e+07 7.4411e-01
2.7535e+09 1.7797e+09 1.4778e+09 1.9305e+00 5.0120e+07 1.1198e+07 6.3158e-01
1.3213e+09 2.0598e+08 1.6511e+08 1.6415e-01 5.6418e+07 4.3806e+06 9.8879e-01
1.1896e+09 2.1518e+08 1.7246e+08 2.0795e-01 2.2141e+07 1.6014e+06 9.0960e-01
1.2226e+09 2.1443e+09 1.5719e+09 3.0521e+00 4.3137e+07 3.0209e+07 4.7279e-01
2.8652e+11 1.9385e+10 1.1502e+10 4.8254e+00 5.0466e+08 1.6056e+06 6.3630e-01
4.2874e+10 8.2016e+08 3.3629e+09 1.3737e+01 2.5450e+09 3.4034e+08 2.6369e+00
3.4206e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.2988e+09 nan nan
1.1885e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.2747e+07 nan nan
3.0921e+09 4.8051e+06 7.2606e+06 0.0000e+00 2.8393e+08 1.0980e+05 1.4108e+00
1.4941e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3930e+08 nan nan
3.3038e+11 7.8644e+09 5.5598e+09 1.8890e+00 9.9884e+08 1.8748e+06 5.8694e-01
1.1021e+10 5.0278e+09 4.8998e+09 5.4416e+00 8.6326e+07 2.2630e+07 1.0515e+00
1.3288e+10 5.9386e+08 1.3113e+09 1.9598e+00 6.5284e+08 6.1134e+07 1.5539e+00
2.7290e+10 0.0000e+00 0.0000e+00 0.0000e+00 8.1574e+09 nan nan
7.7286e+09 1.3429e+08 6.1920e+08 8.6379e-01 2.6625e+08 4.2488e+07 2.1708e+00
2.3286e+09 8.5179e+08 7.0651e+08 7.5410e-01 9.1383e+07 6.3291e+06 8.8503e-01
2.0841e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.1001e+08 nan nan
2.4505e+11 1.1608e+10 1.4992e+10 1.8507e+01 1.6841e+09 8.6776e+06 6.9637e-01
3.4576e+10 2.2860e+09 6.4437e+09 3.4020e+01 2.5798e+09 1.1963e+09 1.7296e+00
1.1130e+10 9.4860e+07 5.8174e+08 9.5087e-01 3.9296e+08 8.4103e+07 2.8084e+00
1.2890e+09 1.4426e+08 2.5249e+08 2.9745e-01 8.2558e+07 3.2267e+07 1.4313e+00
3.0336e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.6191e+08 nan nan
1.0590e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.1983e+09 nan nan
1.4268e+11 8.4195e+09 3.4946e+09 1.5367e+00 1.6944e+09 1.6880e+05 3.6426e-01
2.0813e+10 1.1406e+10 8.8897e+09 1.3548e+01 1.2785e+09 3.8815e+07 8.7277e-01
4.5965e+10 3.7450e+08 1.6839e+09 1.9567e+00 7.2443e+08 3.9512e+07 2.8951e+00
7.5326e+09 1.4100e+09 9.6078e+08 1.0639e+00 4.5124e+08 2.9723e+07 1.9806e+00
2.6572e+10 1.1264e+09 1.4125e+09 1.5750e+00 7.9566e+08 1.5444e+07 1.9981e+00
9.8211e+09 1.9723e+09 2.7852e+09 4.9995e+00 7.7203e+08 8.7210e+07 1.1034e+00
1.0465e+10 1.4799e+09 4.0354e+09 6.0282e+00 8.3441e+07 3.5101e+07 1.2889e+00
2.2591e+09 3.8143e+08 4.0438e+08 4.6802e-01 7.2619e+07 3.7349e+07 1.1844e+00
1.0170e+09 5.1935e+08 3.4909e+08 4.3885e-01 3.7218e+07 1.7010e+07 7.1977e-01
1.9261e+09 1.0746e+09 5.7627e+08 4.8301e-01 3.1513e+07 7.8374e+06 8.9571e-01
1.1796e+09 7.1310e+08 4.8204e+08 7.2241e-01 4.6461e+07 2.6151e+07 6.4500e-01
1.8478e+09 8.3948e+08 7.7926e+08 6.8236e-01 6.4890e+07 3.1940e+07 1.1374e+00
2.6260e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.2202e+07 nan nan
3.1890e+11 1.0454e+10 1.0912e+10 1.0402e+01 9.4995e+08 1.1133e+07 1.2737e+00
2.2833e+10 4.6780e+09 4.6698e+09 6.2157e+00 3.5544e+08 2.5792e+07 1.3683e+00
2.8890e+10 1.7546e+09 5.3189e+09 7.4945e+00 7.0021e+08 8.6106e+07 1.8242e+00
4.9833e+10 2.5275e+06 1.0530e+07 1.7901e-02 1.0773e+10 2.9600e+06 1.2063e+00
1.7389e+09 2.4992e+08 2.4545e+08 3.0023e-01 4.7534e+07 1.5718e+07 1.3126e+00
1.5149e+09 4.9076e+08 4.9099e+08 6.9810e-01 6.4825e+07 2.8219e+07 8.8118e-01
1.1537e+09 7.3428e+08 7.4224e+08 1.0656e+00 4.3983e+07 1.8751e+07 6.6832e-01
3.3718e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.0182e+08 nan nan
1.5043e+11 1.1440e+10 5.5977e+09 5.4013e+00 2.8184e+09 2.3804e+06 3.7722e-01
6.4655e+09 7.5890e+09 4.9403e+09 7.6781e+00 3.6173e+07 1.9105e+07 6.1148e-01
2.0253e+10 1.5374e+09 4.2827e+09 8.6440e+00 1.3637e+09 1.3535e+08 1.4597e+00
4.1908e+09 4.6731e+08 1.1357e+09 1.4758e+00 1.6275e+08 8.2920e+07 1.2230e+00
3.8378e+09 1.1219e+09 1.5452e+09 1.9620e+00 4.4150e+07 2.3444e+07 1.0548e+00
1.6009e+10 1.0207e+08 5.4290e+08 8.7359e-01 1.0818e+09 5.9360e+07 2.6513e+00
3.1787e+09 3.1354e+08 5.6699e+08 7.1059e-01 1.3019e+08 2.5848e+07 1.3915e+00
3.9636e+09 3.1427e+07 1.2802e+08 1.4696e-01 3.4209e+08 3.0260e+07 2.8572e+00
2.2395e+09 1.1000e+09 1.3986e+09 1.9443e+00 1.5513e+08 7.3498e+07 8.0399e-01
1.0803e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.2019e+08 nan nan
2.2282e+11 2.6158e+10 2.1737e+10 1.9404e+01 4.6297e+08 1.6361e+07 1.1817e+00
1.7996e+09 1.9717e+09 1.0329e+09 1.1930e+00 1.1454e+08 2.0099e+07 7.5697e-01
1.4335e+09 3.4229e+08 4.1875e+08 6.3026e-01 1.1059e+08 5.2449e+07 9.3229e-01
7.2260e+09 2.6616e+08 7.4528e+08 9.0359e-01 7.9959e+08 4.7308e+07 1.7070e+00
1.1623e+09 2.7071e+07 9.4380e+07 1.1958e-01 5.1648e+07 6.5110e+07 1.9694e+00
1.5921e+09 1.9574e+07 6.6749e+07 7.1671e-02 2.9767e+07 3.6195e+07 2.0342e+00
3.4002e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.5157e+08 nan nan
2.9083e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.8903e+08 nan nan
1.4243e+09 2.1281e+08 3.6075e+08 3.5213e-01 1.4073e+08 3.1002e+07 1.4692e+00
1.6904e+11 3.8896e+10 2.5486e+10 2.7731e+01 1.2605e+09 1.9699e+07 8.1972e-01
2.1335e+10 4.0554e+09 4.4631e+09 1.5835e+01 1.1290e+09 4.3174e+08 1.6154e+00
8.4173e+09 1.3801e+09 2.3134e+09 3.3206e+00 2.7048e+08 9.3976e+07 1.2060e+00
7.6013e+09 1.2047e+09 1.6123e+09 2.7457e+00 2.5718e+08 1.0228e+08 1.3772e+00
1.6456e+10 1.9139e+09 5.2780e+09 8.1314e+00 2.6388e+08 4.7174e+07 1.5888e+00
5.7694e+09 3.5553e+08 4.9642e+08 6.2824e-01 2.3192e+08 3.8996e+07 1.9668e+00
2.2769e+09 3.7191e+07 8.8145e+07 1.0560e-01 1.9863e+08 2.0502e+07 2.1030e+00
3.5402e+09 2.6367e+08 4.4616e+08 5.1537e-01 1.4612e+08 6.8606e+07 1.6103e+00
2.4286e+09 4.0227e+08 3.6790e+08 3.5985e-01 1.5503e+08 3.1704e+07 1.2428e+00
1.1020e+09 1.0886e+09 5.8154e+08 8.9037e-01 4.6336e+07 3.7234e+07 6.7530e-01
2.3648e+11 3.7188e+10 2.1155e+10 1.4577e+01 7.3253e+08 4.3272e+06 7.5780e-01
8.2843e+10 1.1497e+10 6.3883e+09 5.1397e+00 2.3193e+09 8.7589e+06 6.8029e-01
1.3212e+10 2.9711e+08 3.5520e+08 3.8706e-01 5.5832e+08 4.1539e+07 4.3773e+00
1.0962e+10 4.5452e+08 1.5730e+09 3.3794e+00 4.3745e+08 1.9930e+08 1.7694e+00
2.8280e+09 2.4059e+09 7.8257e+08 5.3814e-01 4.7434e+07 1.5166e+07 9.0390e-01
4.2680e+09 8.8167e+07 2.9854e+08 2.9965e-01 2.5745e+08 4.7650e+07 2.2938e+00
1.0700e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.1178e+09 nan nan
2.1921e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3447e+08 nan nan
1.2861e+09 2.1539e+07 2.7465e+07 1.0953e-02 6.8654e+07 6.6746e+06 1.4311e+00
1.4711e+11 2.6324e+10 1.8435e+10 2.1728e+01 1.1193e+09 1.4156e+06 5.2716e-01
9.0103e+10 5.4050e+09 5.2248e+09 7.3552e+00 9.3304e+09 1.0294e+07 6.6580e-01
2.9637e+10 6.6902e+08 1.7340e+09 4.9496e+00 4.1627e+09 3.2520e+08 2.4106e+00
7.5729e+09 2.7759e+09 3.1664e+09 4.7148e+00 9.0881e+07 1.0786e+07 8.6037e-01
1.0270e+10 4.8632e+08 1.1271e+09 1.5019e+00 5.0326e+08 4.9161e+07 1.9324e+00
8.6096e+09 1.1494e+09 2.0798e+09 2.4229e+00 4.0933e+08 4.2168e+07 1.5351e+00
1.3317e+09 1.7706e+08 1.7463e+08 1.5181e-01 6.2868e+07 2.6305e+07 1.5816e+00
3.9606e+09 3.3402e+08 1.2267e+09 2.0522e+00 3.9931e+08 8.1678e+07 1.9800e+00
3.3803e+09 5.5566e+08 1.5321e+09 4.3200e+00 5.7904e+08 2.0445e+08 1.3249e+00
1.2244e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.2714e+07 nan nan
1.5855e+11 1.8185e+10 6.6683e+09 2.9524e+00 1.2547e+09 2.5752e+05 4.2711e-01
1.0225e+11 1.2567e+10 9.8730e+09 7.9177e+00 1.1843e+09 4.2017e+06 8.1557e-01
1.5907e+10 4.9581e+09 5.5636e+09 8.0532e+00 3.4448e+08 3.6754e+07 1.1691e+00
9.5705e+09 1.0224e+09 1.6998e+09 2.5369e+00 6.2204e+08 9.5450e+07 1.3441e+00
2.2034e+09 1.4781e+09 7.7785e+08 9.4598e-01 6.7946e+07 1.0263e+07 7.3327e-01
2.8480e+09 6.7750e+08 7.6445e+08 1.1503e+00 1.4800e+08 4.7205e+07 9.1448e-01
1.9293e+09 1.0860e+08 1.8355e+08 1.9395e-01 1.1164e+08 2.7908e+07 1.5508e+00
2.1642e+09 2.4319e+08 2.6676e+08 1.9577e-01 9.8817e+07 1.7080e+07 1.5079e+00
2.4800e+11 1.1329e+10 1.4489e+10 1.5642e+01 4.5042e+08 1.3824e+07 1.0486e+00
1.0874e+10 3.9073e+08 6.5477e+08 1.0747e+00 9.1907e+08 8.0332e+07 2.6290e+00
1.8816e+10 2.7422e+08 9.8306e+08 2.0769e+00 1.5987e+09 1.2016e+08 1.9493e+00
2.2694e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.7323e+07 nan nan
1.1682e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.1840e+08 nan nan
1.1336e+11 3.6203e+10 1.5876e+10 1.3284e+01 3.7701e+08 7.0226e+05 5.6037e-01
6.1036e+10 1.4340e+09 8.0862e+08 2.4721e-01 2.3798e+09 3.7912e+04 5.2301e-01
9.5831e+09 2.8449e+09 3.7690e+09 5.0102e+00 9.1719e+07 1.0806e+07 9.7460e-01
1.6191e+10 1.3635e+08 8.3830e+08 1.8411e+00 2.3828e+09 1.7293e+08 2.1390e+00
5.1963e+09 2.3326e+08 8.5975e+08 1.4639e+00 3.0624e+08 1.8513e+08 1.7848e+00
6.0798e+09 2.2970e+08 6.5916e+08 8.9258e-01 1.6059e+08 6.5738e+07 1.8467e+00
4.3717e+09 1.0661e+09 1.5584e+09 1.9587e+00 8.2503e+07 6.9260e+07 1.2384e+00
8.9711e+09 1.5440e+08 5.2987e+08 1.0620e+00 5.2588e+08 8.7991e+07 1.8281e+00
1.4723e+09 4.6011e+08 3.3447e+08 3.9612e-01 4.6576e+07 6.0509e+06 8.9580e-01
2.2596e+09 9.3763e+08 7.8591e+08 6.9367e-01 2.2191e+08 1.1232e+07 1.0589e+00
2.3874e+09 2.3551e+08 5.3270e+08 6.2557e-01 1.0753e+08 5.3174e+07 1.4761e+00
4.1176e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.9803e+09 nan nan
1.0138e+09 2.8976e+07 5.8563e+07 7.9848e-02 5.4078e+07 1.9008e+07 1.3529e+00
2.7927e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.8997e+08 nan nan
1.1536e+09 0.0000e+00 0.0000e+00 0.0000e+00 7.9743e+07 nan nan
6.9387e+10 6.3463e+09 1.3702e+10 2.8296e+01 9.6165e+08 1.6617e+08 1.8481e+00
2.6407e+10 2.8995e+09 2.6160e+09 5.0941e+00 8.9414e+08 9.6129e+07 1.7537e+00
3.4229e+10 7.1273e+09 9.0942e+09 2.1307e+01 1.9629e+09 7.1722e+07 9.7839e-01
7.6912e+09 1.0133e+09 1.9439e+09 2.9176e+00 2.4464e+08 5.4785e+07 1.4667e+00
2.4059e+10 3.3890e+09 6.2579e+09 1.5029e+01 1.9463e+09 9.8082e+07 1.0051e+00
2.5864e+10 1.8199e+09 8.1317e+08 7.4603e-01 4.0718e+09 4.2590e+05 4.8107e-01
2.3420e+09 1.5637e+09 7.9847e+08 1.1419e+00 5.6611e+07 1.5790e+07 9.5910e-01
2.2802e+09 1.3160e+09 5.5768e+08 6.3879e-01 9.9173e+07 1.9693e+07 9.1515e-01
8.5896e+09 1.8084e+09 2.8005e+09 4.0340e+00 3.8673e+08 8.7200e+07 1.2689e+00
1.2511e+09 4.9808e+08 4.4376e+08 6.0394e-01 5.1037e+07 3.8372e+07 7.5120e-01
4.2134e+09 9.6539e+08 1.2218e+09 1.5081e+00 1.2463e+08 2.5031e+07 1.1197e+00
1.0045e+09 1.0346e+09 5.5317e+08 7.3181e-01 2.0977e+07 8.7401e+06 5.9257e-01
2.4436e+09 2.6198e+08 2.2948e+08 1.8178e-01 7.2986e+07 3.5696e+06 1.6569e+00
1.0870e+09 3.1698e+08 3.1239e+08 4.5965e-01 2.5012e+07 4.4336e+07 7.9120e-01
2.3878e+09 1.0434e+07 6.4462e+07 7.6006e-02 1.8560e+08 2.2611e+07 2.6019e+00
1.7738e+09 4.5466e+08 6.2620e+08 7.6050e-01 1.4683e+08 1.2797e+07 9.2821e-01
1.7530e+09 7.0743e+07 1.6333e+08 2.1625e-01 1.5700e+08 6.5031e+07 2.3413e+00
2.2757e+11 1.0093e+10 5.3208e+09 3.0493e+00 2.6339e+09 1.2123e+06 4.8120e-01
2.4476e+10 3.6601e+09 5.3050e+09 7.3453e+00 5.8720e+08 4.6078e+07 1.3108e+00
2.7811e+10 8.2579e+09 1.3872e+10 2.3947e+01 1.2222e+08 4.9999e+07 1.2481e+00
2.0480e+10 1.4047e+09 3.2483e+09 4.3819e+00 9.5753e+08 6.4094e+07 1.7846e+00
6.4797e+09 6.4367e+08 8.7402e+08 9.3387e-01 2.9676e+08 3.6738e+07 1.6844e+00
